model,seed,epoch,train_loss,train_acc,val_loss,val_acc
ViT,2,105,0.540601390694815,0.7125,0.619354035705328,0.678
ViT,2,106,0.5402375100150941,0.711,0.6193829700350761,0.674
ViT,2,107,0.5405720013474661,0.711,0.6185185573995113,0.672
ViT,2,108,0.5390422325285654,0.7125,0.620393130928278,0.672
ViT,2,109,0.5392784305981227,0.7125,0.6162706203758717,0.672
ViT,2,110,0.5382788365795499,0.7115,0.6220809817314148,0.662
ViT,2,111,0.5380754797231584,0.7115,0.6205854117870331,0.676
ViT,2,112,0.5383767126098512,0.7135,0.6183465253561735,0.68
ViT,2,113,0.538678964452138,0.711,0.618931919336319,0.676
ViT,2,114,0.5385750508497632,0.7105,0.6196029409766197,0.676
ViT,2,115,0.5369097727631765,0.713,0.6208025719970465,0.674
ViT,2,116,0.5367984052688356,0.715,0.6201825365424156,0.676
ViT,2,117,0.5359360343880124,0.7135,0.6223685629665852,0.674
ViT,2,118,0.5368187976261926,0.712,0.6207779496908188,0.676
ViT,2,119,0.5362823804219564,0.7125,0.6200011596083641,0.676
ViT,2,120,0.537294105877952,0.7135,0.6193654630333185,0.676
ViT,2,121,0.5360538708785224,0.7155,0.6200626026839018,0.672
ViT,2,122,0.535920470479935,0.715,0.6215008664876223,0.672
ViT,2,123,0.5367040695652129,0.713,0.6189657412469387,0.676
ViT,2,124,0.535598316362926,0.714,0.62151138484478,0.67
ViT,2,125,0.5358189259256635,0.7135,0.6209325585514307,0.678
ViT,2,126,0.5352378932256547,0.7145,0.6217359490692616,0.67
ViT,2,127,0.5352579033564008,0.713,0.6221424229443073,0.676
ViT,2,128,0.5357643375321041,0.7115,0.6201024204492569,0.674
ViT,2,129,0.5352514934918237,0.715,0.6214023232460022,0.678
ViT,2,130,0.5361056181173476,0.7135,0.6196562144905329,0.676
ViT,2,131,0.5353423456350962,0.714,0.6196607667952776,0.676
ViT,2,132,0.5350699358516269,0.715,0.6201676577329636,0.678
ViT,2,133,0.5349335869153341,0.7155,0.620323808863759,0.678
ViT,2,134,0.5345851102518657,0.716,0.6214188951998949,0.676
ViT,2,135,0.5351938846565428,0.7155,0.6208136025816202,0.676
ViT,2,136,0.5354588840688977,0.7145,0.6196697410196066,0.676
ViT,2,137,0.5355540972853464,0.7145,0.6191440261900425,0.674
ViT,2,138,0.5352602676739768,0.715,0.6193658169358969,0.678
ViT,2,139,0.5350662843575553,0.715,0.6197690069675446,0.678
ViT,2,140,0.5348954399426779,0.7145,0.6198543552309275,0.68
ViT,2,141,0.5349667124331944,0.7145,0.6194216459989548,0.678
ViT,2,142,0.5350520989251515,0.7145,0.6191964186728001,0.678
ViT,2,143,0.5348870380530282,0.715,0.6194809023290873,0.68
ViT,2,144,0.5348368216128576,0.715,0.6194906048476696,0.68
ViT,2,145,0.5349317079498654,0.7145,0.6193226799368858,0.678
ViT,2,146,0.5348946433218699,0.7145,0.6193117834627628,0.678
ViT,2,147,0.5348518065043858,0.7145,0.6194027289748192,0.68
ViT,2,148,0.5348469728515262,0.7145,0.6194155309349298,0.68
ViT,2,149,0.5348470192106943,0.7145,0.6194073613733053,0.68
ViT,2,150,0.5348451265266964,0.7145,0.6194116659462452,0.68
ViT,3,1,0.6933039672791012,0.5,0.693314902484417,0.5
ViT,3,2,0.6931074346814837,0.501,0.6931666433811188,0.502
ViT,3,3,0.6931910212077792,0.5,0.6932164169847965,0.5
ViT,3,4,0.6931832366519504,0.5,0.6932038962841034,0.5
ViT,3,5,0.6930498963310605,0.558,0.6931193545460701,0.5
ViT,3,6,0.6930380312223283,0.5,0.6931006535887718,0.5
ViT,3,7,0.6930799247726561,0.5,0.6931228823959827,0.5
ViT,3,8,0.6930019552745517,0.5,0.6930645518004894,0.5
ViT,3,9,0.6930037897730631,0.5,0.6930636912584305,0.5
ViT,3,10,0.6929826972976564,0.5,0.6930478699505329,0.5
ViT,3,11,0.6929469893849085,0.5,0.6930150240659714,0.5
ViT,3,12,0.693019914248633,0.5,0.6930649653077126,0.5
ViT,3,13,0.6928961400001769,0.5,0.6929718852043152,0.5
ViT,3,14,0.6928242993733239,0.612,0.6929297745227814,0.602
ViT,3,15,0.6928045853735909,0.5,0.6928983740508556,0.5
ViT,3,16,0.6927454386438642,0.5035,0.6928475461900234,0.5
ViT,3,17,0.6926608142398653,0.507,0.6927729696035385,0.498
ViT,3,18,0.6925312990234012,0.611,0.6926701031625271,0.606
ViT,3,19,0.6923454905313159,0.5765,0.6924859695136547,0.564
ViT,3,20,0.6918269055230277,0.606,0.6919631063938141,0.628
ViT,3,21,0.6898163405675737,0.6005,0.6899160109460354,0.61
ViT,3,22,0.6822581546647208,0.6115,0.6843142993748188,0.614
ViT,3,23,0.6675340694094462,0.6015,0.6727400794625282,0.612
ViT,3,24,0.659045103996519,0.614,0.6631382144987583,0.62
ViT,3,25,0.6529629977922591,0.6195,0.6598278544843197,0.622
ViT,3,26,0.6506183573177883,0.6255,0.6571303531527519,0.616
ViT,3,27,0.6474041853632245,0.625,0.6538772992789745,0.622
ViT,3,28,0.6414958162913247,0.632,0.6514395996928215,0.632
ViT,3,29,0.6362330270191979,0.638,0.64981609582901,0.614
ViT,3,30,0.6290997730361091,0.6475,0.6486295163631439,0.632
ViT,3,31,0.626538338169219,0.65,0.6512643955647945,0.626
ViT,3,32,0.6217791135348971,0.6565,0.6536022685468197,0.624
ViT,3,33,0.6182735931305658,0.6575,0.6502735465764999,0.624
ViT,3,34,0.6154771106583732,0.6615,0.6478405743837357,0.63
ViT,3,35,0.6121527377575163,0.666,0.6486931666731834,0.632
ViT,3,36,0.6116510483007582,0.6635,0.6485789306461811,0.634
ViT,3,37,0.6098257142399984,0.665,0.6454045623540878,0.636
ViT,3,38,0.6060932798991128,0.6755,0.6427592262625694,0.654
ViT,3,39,0.6053754956949324,0.675,0.6423777304589748,0.65
ViT,3,40,0.6051370586667743,0.674,0.6455141231417656,0.662
ViT,3,41,0.6015812825588953,0.6795,0.6427362710237503,0.652
ViT,3,42,0.6024363759964232,0.6725,0.6447594128549099,0.65
ViT,3,43,0.5983274243180714,0.6835,0.6422526426613331,0.65
ViT,3,44,0.5969161618323553,0.6805,0.6406558714807034,0.654
ViT,3,45,0.594272047754318,0.686,0.6401817798614502,0.656
ViT,3,46,0.5906154986411806,0.691,0.6357443444430828,0.662
ViT,3,47,0.5878386360312265,0.6925,0.6349951270967722,0.648
ViT,3,48,0.5882777443953923,0.6915,0.6362618058919907,0.658
ViT,3,49,0.5856839683320787,0.6965,0.6365596428513527,0.646
ViT,3,50,0.5852216628808824,0.696,0.6384517662227154,0.654
ViT,3,51,0.5844407805374691,0.693,0.6436802465468645,0.662
ViT,3,52,0.5829574546170613,0.6945,0.6444098446518183,0.65
ViT,3,53,0.5807907557676709,0.701,0.6415185816586018,0.656
ViT,3,54,0.5805138742166852,0.7,0.6427919752895832,0.654
ViT,3,55,0.5806880219588204,0.693,0.6438476834446192,0.644
ViT,3,56,0.576143879739065,0.699,0.6437680274248123,0.64
ViT,3,57,0.574085137200734,0.7045,0.6424586474895477,0.65
ViT,3,58,0.5720543903963906,0.701,0.6411285065114498,0.644
ViT,3,59,0.5709247404620761,0.702,0.6379767935723066,0.652
ViT,3,60,0.5684105408570123,0.699,0.6390624213963747,0.646
ViT,3,61,0.5672433958167121,0.699,0.6379452124238014,0.648
ViT,3,62,0.5653502993167393,0.704,0.6318762861192226,0.648
ViT,3,63,0.5635809784843808,0.7055,0.6339650172740221,0.65
ViT,3,64,0.561842877240408,0.705,0.6325226165354252,0.644
ViT,3,65,0.561236352201492,0.7065,0.6325868126004934,0.644
ViT,3,66,0.5604957394183628,0.708,0.6288500316441059,0.652
ViT,3,67,0.560225415324408,0.7065,0.6296891085803509,0.656
ViT,3,68,0.5588324722789583,0.7055,0.6264855209738016,0.654
ViT,3,69,0.5569814632809351,0.7095,0.625450162217021,0.642
ViT,3,70,0.5555340628775339,0.706,0.628873547539115,0.64
ViT,3,71,0.5545676719574701,0.711,0.6275222636759281,0.644
ViT,3,72,0.5535751510234106,0.7115,0.62916618026793,0.648
ViT,3,73,0.5531171177114759,0.7105,0.6288624443113804,0.654
ViT,3,74,0.5515469213326772,0.712,0.6316454820334911,0.654
ViT,3,75,0.5500058650024353,0.716,0.6308810636401176,0.664
ViT,3,76,0.5500052911894662,0.7185,0.6295847594738007,0.65
ViT,3,77,0.5486279588843149,0.7155,0.6277326848357916,0.648
ViT,3,78,0.5474870058279189,0.717,0.6276417151093483,0.652
ViT,3,79,0.5459957657352327,0.7205,0.6272404361516237,0.654
ViT,3,80,0.5444943829188271,0.7195,0.629684129729867,0.66
ViT,3,81,0.5439795179972573,0.7195,0.6276335529983044,0.652
ViT,3,82,0.5435490471030039,0.7195,0.6258442886173725,0.662
ViT,3,83,0.5415509380991497,0.7175,0.6242086961865425,0.65
ViT,3,84,0.5415929063918099,0.7195,0.6243086233735085,0.66
ViT,3,85,0.5408931076526642,0.722,0.622240362688899,0.664
ViT,3,86,0.5396332542101542,0.722,0.6229338254779577,0.658
ViT,3,87,0.5391108705883935,0.72,0.622462559491396,0.66
ViT,3,88,0.5379910029116131,0.72,0.6227328274399042,0.658
ViT,3,89,0.5370769226361835,0.724,0.6228875406086445,0.654
ViT,3,90,0.5364722311496735,0.7255,0.6251243110746145,0.658
ViT,3,91,0.5357271683594537,0.7275,0.6243202909827232,0.658
ViT,3,92,0.5353013877830808,0.7255,0.6222663652151823,0.66
ViT,3,93,0.5356573202307262,0.729,0.6244091726839542,0.66
ViT,3,94,0.5337561903491853,0.7285,0.6233129650354385,0.658
ViT,3,95,0.5332386034821707,0.733,0.6220973674207926,0.662
ViT,3,96,0.5321126007844531,0.732,0.6209946591407061,0.664
ViT,3,97,0.5316495895385742,0.729,0.6224400885403156,0.65
ViT,3,98,0.5312040131243448,0.73,0.6220637280493975,0.66
ViT,3,99,0.5306393191927955,0.7325,0.6222467999905348,0.656
ViT,3,100,0.5301142973559243,0.733,0.6206445172429085,0.664
ViT,3,101,0.5296629653090522,0.732,0.619988089427352,0.662
ViT,3,102,0.5288727098987216,0.731,0.6192659679800272,0.66
ViT,3,103,0.5280051032702128,0.7315,0.6201568190008402,0.656
ViT,3,104,0.5272929725192842,0.7305,0.6211109161376953,0.664
ViT,3,105,0.527232628493082,0.7325,0.6194013189524412,0.662
ViT,3,106,0.5267737441592746,0.7355,0.620132939890027,0.668
ViT,3,107,0.5266080247977424,0.733,0.6196645461022854,0.664
ViT,3,108,0.5259455451889644,0.7305,0.6197103634476662,0.656
ViT,3,109,0.5256036193597884,0.7305,0.6188578400760889,0.656
ViT,3,110,0.5252136616479783,0.73,0.6190931927412748,0.656
ViT,3,111,0.5255800126090883,0.731,0.6182255018502474,0.654
ViT,3,112,0.5250363330992441,0.731,0.6182651445269585,0.658
ViT,3,113,0.5240215389501481,0.735,0.6181101948022842,0.664
ViT,3,114,0.5239726163092113,0.7335,0.6174426786601543,0.664
ViT,3,115,0.5240156901261163,0.734,0.6170295551419258,0.66
ViT,3,116,0.5230767386300224,0.735,0.6179990768432617,0.67
ViT,3,117,0.5233217075703636,0.733,0.6178491152822971,0.658
ViT,3,118,0.5228252344661288,0.733,0.6186140142381191,0.662
ViT,3,119,0.5224733589187501,0.7365,0.618470249697566,0.664
ViT,3,120,0.5224179545092205,0.7335,0.6181598585098982,0.664
ViT,3,121,0.5221056351585994,0.7355,0.6177272982895374,0.664
ViT,3,122,0.5221850205035437,0.733,0.6178001910448074,0.662
ViT,3,123,0.5226197242736816,0.731,0.6178528890013695,0.66
ViT,3,124,0.5219110647837321,0.7325,0.6181264333426952,0.662
ViT,3,125,0.521591626935535,0.735,0.6180966515094042,0.666
ViT,3,126,0.5219116433272286,0.731,0.6177638005465269,0.66
ViT,3,127,0.5215014791677869,0.7345,0.617042263969779,0.666
ViT,3,128,0.5215052579130445,0.7335,0.6170598473399878,0.664
ViT,3,129,0.5213034105679345,0.7345,0.6169335730373859,0.664
ViT,3,130,0.5210008999658009,0.736,0.6171603389084339,0.672
ViT,3,131,0.5207404342908708,0.7375,0.6176065504550934,0.676
ViT,3,132,0.5206972880968972,0.7355,0.6176222413778305,0.668
ViT,3,133,0.5206066606536744,0.7355,0.6179292500019073,0.668
ViT,3,134,0.5204457177056206,0.7375,0.6175942271947861,0.67
ViT,3,135,0.5206119545868465,0.7365,0.6172173675149679,0.666
ViT,3,136,0.5203410159973871,0.7375,0.6173987332731485,0.672
ViT,3,137,0.5203512320442806,0.7375,0.6172539219260216,0.67
ViT,3,138,0.520244144258045,0.737,0.6173737421631813,0.67
ViT,3,139,0.5201482943126133,0.737,0.6174400076270103,0.672
ViT,3,140,0.5201210758042714,0.7375,0.6174045838415623,0.672
ViT,3,141,0.5201236156244127,0.738,0.6173681579530239,0.67
ViT,3,142,0.5201324134592026,0.737,0.6173496507108212,0.668
ViT,3,143,0.5201017232168288,0.737,0.617298249155283,0.668
ViT,3,144,0.520079780665655,0.7375,0.6172721441835165,0.672
ViT,3,145,0.5200773449171157,0.737,0.6172674223780632,0.668
ViT,3,146,0.5200606560896314,0.7375,0.6172789372503757,0.672
ViT,3,147,0.5200551450252533,0.7375,0.6172753050923347,0.672
ViT,3,148,0.5200526671750205,0.7375,0.6172733381390572,0.672
ViT,3,149,0.5200497087032075,0.7375,0.617272736504674,0.672
ViT,3,150,0.5200496462602464,0.7375,0.6172725893557072,0.672
ViT,4,1,0.702822054189349,0.5,0.7026799470186234,0.5
ViT,4,2,0.6959242149004861,0.5,0.6958523653447628,0.5
ViT,4,3,0.6947713759210374,0.5,0.694720558822155,0.5
ViT,4,4,0.6944572348443289,0.5,0.6944113746285439,0.5
ViT,4,5,0.6941724939951821,0.5,0.6941359117627144,0.5
ViT,4,6,0.6937877356059967,0.5,0.6937606483697891,0.5
ViT,4,7,0.6940526025635856,0.5,0.6940183453261852,0.5
ViT,4,8,0.6940159097550407,0.5,0.6939798481762409,0.5
ViT,4,9,0.6937566711789086,0.5,0.6937311291694641,0.5
ViT,4,10,0.6938262931884281,0.5,0.6937990225851536,0.5
ViT,4,11,0.6936839298596458,0.5,0.6936600618064404,0.5
ViT,4,12,0.6935773274255177,0.5,0.6935562528669834,0.5
ViT,4,13,0.6935840362594241,0.5,0.6935677640140057,0.5
ViT,4,14,0.6933853806011261,0.5,0.6933771818876266,0.5
ViT,4,15,0.6934528407596406,0.5,0.6934413127601147,0.5
ViT,4,16,0.6933462619781494,0.5,0.6933394260704517,0.5
ViT,4,17,0.6935874081793285,0.5,0.693573385477066,0.5
ViT,4,18,0.6931604922763885,0.5,0.6931594386696815,0.5
ViT,4,19,0.6931991255472577,0.5,0.693197101354599,0.5
ViT,4,20,0.6933177482514155,0.5,0.6933119706809521,0.5
ViT,4,21,0.6931318621786814,0.5,0.6931321397423744,0.5
ViT,4,22,0.6930704731789846,0.5,0.6930695846676826,0.5
ViT,4,23,0.6929226460910979,0.5,0.692934688180685,0.5
ViT,4,24,0.6924322077206203,0.5,0.6924475841224194,0.5
ViT,4,25,0.6909920875988309,0.5,0.6910335533320904,0.5
ViT,4,26,0.6855269131206331,0.5205,0.6859080791473389,0.516
ViT,4,27,0.6768041290934124,0.624,0.6776945702731609,0.628
ViT,4,28,0.6718621698636857,0.633,0.6732064001262188,0.636
ViT,4,29,0.6695520376402234,0.62,0.6693609692156315,0.618
ViT,4,30,0.6617783194496518,0.6385,0.6646545417606831,0.63
ViT,4,31,0.6582307058667379,0.641,0.6634538434445858,0.636
ViT,4,32,0.6559917538885086,0.6435,0.6623461246490479,0.632
ViT,4,33,0.6508392691612244,0.6495,0.6593741178512573,0.63
ViT,4,34,0.6505795613167777,0.6475,0.6609330922365189,0.628
ViT,4,35,0.6464245451821221,0.648,0.6580479443073273,0.628
ViT,4,36,0.6446667739323207,0.6445,0.6567379757761955,0.624
ViT,4,37,0.6355299609048026,0.6435,0.6490826345980167,0.624
ViT,4,38,0.6343425493391733,0.6425,0.6490414142608643,0.632
ViT,4,39,0.6318558681578863,0.6435,0.6479974798858166,0.63
ViT,4,40,0.6340022957514203,0.6365,0.6505394987761974,0.626
ViT,4,41,0.6264025937943232,0.646,0.6441699340939522,0.63
ViT,4,42,0.6207868078398326,0.6515,0.6393051408231258,0.634
ViT,4,43,0.6163914785498664,0.6585,0.6359072960913181,0.64
ViT,4,44,0.6103232881379506,0.6665,0.6334638483822346,0.644
ViT,4,45,0.6100211545588479,0.6655,0.6321469061076641,0.648
ViT,4,46,0.6091290191998557,0.6625,0.6328959986567497,0.646
ViT,4,47,0.6037057420564076,0.671,0.6292841024696827,0.652
ViT,4,48,0.6022601733132015,0.674,0.6290073432028294,0.656
ViT,4,49,0.5991227664644756,0.6775,0.6294952109456062,0.656
ViT,4,50,0.6003723702733479,0.6795,0.6328489817678928,0.642
ViT,4,51,0.5939029048359583,0.68,0.6293865963816643,0.646
ViT,4,52,0.5976766092436654,0.677,0.6334166340529919,0.646
ViT,4,53,0.5960973321445404,0.678,0.6327756382524967,0.636
ViT,4,54,0.5915023410131061,0.6795,0.6318255327641964,0.644
ViT,4,55,0.5873290404440865,0.684,0.6304908059537411,0.644
ViT,4,56,0.5884720347230397,0.6825,0.6312042139470577,0.644
ViT,4,57,0.5845919109526134,0.684,0.6305855363607407,0.648
ViT,4,58,0.5831324926444462,0.685,0.6287394464015961,0.65
ViT,4,59,0.5805888185425411,0.685,0.6285729929804802,0.64
ViT,4,60,0.5799618093740373,0.6875,0.6340188905596733,0.642
ViT,4,61,0.5806518920830318,0.6895,0.6304740384221077,0.638
ViT,4,62,0.5828852847455039,0.6845,0.6333864144980907,0.644
ViT,4,63,0.5774929253827958,0.6875,0.6304770223796368,0.64
ViT,4,64,0.575343193042846,0.6885,0.6291812844574451,0.638
ViT,4,65,0.5738496189079587,0.6895,0.6313130371272564,0.636
ViT,4,66,0.5753406130132221,0.6895,0.6308516561985016,0.638
ViT,4,67,0.570096282731919,0.692,0.6318833455443382,0.628
ViT,4,68,0.5732606460177709,0.684,0.6314655281603336,0.632
ViT,4,69,0.5685292728363521,0.7,0.625314973294735,0.634
ViT,4,70,0.5670727056170267,0.6955,0.6278115957975388,0.628
ViT,4,71,0.5694828028716739,0.6915,0.630687415599823,0.628
ViT,4,72,0.5652903171758803,0.6955,0.6326328665018082,0.628
ViT,4,73,0.5652690525092776,0.695,0.6326900571584702,0.628
ViT,4,74,0.5650234264986855,0.695,0.6318852417171001,0.63
ViT,4,75,0.5625904060545421,0.6985,0.62885307893157,0.632
ViT,4,76,0.5610688522694602,0.695,0.6302740722894669,0.628
ViT,4,77,0.5582912379787082,0.698,0.6250042654573917,0.626
ViT,4,78,0.5576993368920826,0.699,0.6257792338728905,0.624
ViT,4,79,0.5568596692312331,0.698,0.631044827401638,0.622
ViT,4,80,0.556230615528803,0.7035,0.624692028388381,0.624
ViT,4,81,0.5527516910954128,0.7,0.6288255248218775,0.628
ViT,4,82,0.5525890584029849,0.7,0.626517865806818,0.624
ViT,4,83,0.5516420352080512,0.702,0.6245763581246138,0.624
ViT,4,84,0.5487810553066315,0.7075,0.624104268848896,0.636
ViT,4,85,0.5468550135218908,0.704,0.6267141979187727,0.628
ViT,4,86,0.5496988920938402,0.704,0.6262985095381737,0.62
ViT,4,87,0.5478560692734189,0.707,0.6235307026654482,0.626
ViT,4,88,0.5453196205790081,0.708,0.6251671072095633,0.63
ViT,4,89,0.5464867168948764,0.707,0.6265507489442825,0.628
ViT,4,90,0.5439530681996119,0.7095,0.6251924484968185,0.638
ViT,4,91,0.5440924598111047,0.7055,0.6281296648085117,0.628
ViT,4,92,0.5441666836776431,0.709,0.6266608610749245,0.63
ViT,4,93,0.5408925882407597,0.714,0.6253924798220396,0.644
ViT,4,94,0.5386034434749967,0.7145,0.6255672685801983,0.642
ViT,4,95,0.5426095686261616,0.7125,0.623731579631567,0.642
ViT,4,96,0.537958854720706,0.714,0.6248085144907236,0.644
ViT,4,97,0.5379792740420689,0.7175,0.6264870129525661,0.642
ViT,4,98,0.5350432764916193,0.7215,0.6266630496829748,0.654
ViT,4,99,0.5374127768334889,0.715,0.6259824447333813,0.644
ViT,4,100,0.5365523062055073,0.716,0.6244898363947868,0.642
ViT,4,101,0.5357834029765356,0.7175,0.6237459201365709,0.65
ViT,4,102,0.5345893137984805,0.7215,0.6250381246209145,0.654
ViT,4,103,0.5328920422092317,0.7215,0.6247837897390127,0.658
ViT,4,104,0.5331002166346898,0.7215,0.6244532261043787,0.66
ViT,4,105,0.5327895714177026,0.719,0.62457593716681,0.646
ViT,4,106,0.5323372540019807,0.7185,0.6233181152492762,0.646
ViT,4,107,0.5305790451783983,0.7215,0.6228539757430553,0.654
ViT,4,108,0.5312950805066123,0.723,0.6212146114557981,0.652
ViT,4,109,0.5307495679174151,0.7225,0.6222697515040636,0.652
ViT,4,110,0.5304317431790488,0.7225,0.6222710590809584,0.65
ViT,4,111,0.5297076919722179,0.722,0.6234025098383427,0.654
ViT,4,112,0.5294383698039584,0.722,0.6234208382666111,0.656
ViT,4,113,0.528492006517592,0.7235,0.6238215658813715,0.652
ViT,4,114,0.5282265903457762,0.7225,0.6219823993742466,0.654
ViT,4,115,0.5277463571419791,0.7245,0.6225618589669466,0.652
ViT,4,116,0.5275269907618326,0.7255,0.623282790184021,0.658
ViT,4,117,0.5258777231451065,0.724,0.623844176530838,0.65
ViT,4,118,0.5263504560977693,0.7235,0.6229233779013157,0.652
ViT,4,119,0.5271266916441539,0.7255,0.6224843114614487,0.654
ViT,4,120,0.5259117152955797,0.7245,0.6231260057538748,0.652
ViT,4,121,0.5257487192986503,0.7245,0.6230920422822237,0.654
ViT,4,122,0.5245749463164617,0.7245,0.6231790259480476,0.652
ViT,4,123,0.5236933325964307,0.726,0.6250022873282433,0.652
ViT,4,124,0.5242245017536102,0.725,0.6246001236140728,0.662
ViT,4,125,0.5235048986616588,0.7255,0.6252332217991352,0.654
ViT,4,126,0.5233566571795751,0.727,0.6246574390679598,0.654
ViT,4,127,0.5231742844695136,0.724,0.6243242248892784,0.654
ViT,4,128,0.5228783951865302,0.725,0.6243416853249073,0.654
ViT,4,129,0.5226195128191085,0.7255,0.6244790572673082,0.654
ViT,4,130,0.5218104086224995,0.7255,0.6259453799575567,0.656
ViT,4,131,0.5221521920628018,0.725,0.6249057427048683,0.654
ViT,4,132,0.5226763127342103,0.7265,0.6236273217946291,0.656
ViT,4,133,0.5228812500597939,0.7255,0.6230317745357752,0.654
ViT,4,134,0.5231997181498815,0.7255,0.6225151121616364,0.656
ViT,4,135,0.5226914343379793,0.726,0.6226547416299582,0.654
ViT,4,136,0.5225944722455645,0.725,0.6224347744137049,0.654
ViT,4,137,0.5225762705954294,0.7255,0.6223604790866375,0.654
ViT,4,138,0.5223133019984715,0.7255,0.6225969437509775,0.654
ViT,4,139,0.522082122072341,0.7245,0.622863469645381,0.654
ViT,4,140,0.5222178465790219,0.725,0.6226795986294746,0.654
ViT,4,141,0.5219876349918426,0.7265,0.6229570843279362,0.654
ViT,4,142,0.5219033199643331,0.727,0.6230940520763397,0.654
ViT,4,143,0.5217963674711803,0.7265,0.6231917217373848,0.654
ViT,4,144,0.5217784643173218,0.7265,0.6231728512793779,0.654
ViT,4,145,0.5218346109465947,0.7265,0.6230751108378172,0.654
ViT,4,146,0.5218660940253546,0.727,0.6230656001716852,0.654
ViT,4,147,0.5218934880362617,0.726,0.6230369191616774,0.654
ViT,4,148,0.5219081701740386,0.726,0.6230136379599571,0.654
ViT,4,149,0.5219065821360028,0.726,0.6230150051414967,0.654
ViT,4,150,0.5219089999085381,0.726,0.6230119951069355,0.654
